id,name,price(₹),Is_discontinued,manufacturer_name,type,pack_size_label,short_composition1,short_composition2
155756,Nuavomin 2mg Injection,17.08,False,Abbott,allopathy,vial of 2 ml Injection,Ondansetron (2mg),
156947,Nyarabi LS 75mg/20mg Capsule,150.0,False,Treatwell Biotech,allopathy,strip of 10 capsules,Levosulpiride (75mg) , Rabeprazole (20mg)
156945,Nit 5mg Tablet,13.0,False,Aan Pharma Pvt Ltd,allopathy,strip of 10 tablets,Nitrazepam (5mg),
158950,Nolia-A 200mg/250mg Tablet,400.0,False,Shinto Organics (P) Limited,allopathy,strip of 10 tablets,Cefpodoxime Proxetil (200mg) , Azithromycin (250mg)
155743,Naxim O 200mg/200mg Tablet,210.0,False,Nemi Pharmaceuticles,allopathy,strip of 10 tablets,Cefixime (200mg) , Ofloxacin (200mg)
155092,Novaten 100mg Tablet,33.33,False,Ajanta Pharma Ltd,allopathy,strip of 14 tablets,Atenolol (100mg),
158635,Nuroflam P 750mcg/75mg Capsule,127.35,False,Vinson pharma,allopathy,strip of 10 capsules,Methylcobalamin (750mcg) , Pregabalin (75mg)
155315,Neolet 250mg Tablet,64.06,False,Kivi Labs Ltd,allopathy,strip of 10 tablets,Levetiracetam (250mg),
160687,Nimdus P 100mg/500mg Suspension,32.0,False,Zydus Cadila,allopathy,bottle of 60 ml Suspension,Nimesulide (100mg) , Paracetamol (500mg)
158768,Nitrogem 6.4mg Tablet,197.0,False,Kelvin Remedies,allopathy,strip of 10 tablets,Nitroglycerin (6.4mg),
