id,name,price(₹),Is_discontinued,manufacturer_name,type,pack_size_label,short_composition1,short_composition2
183187,Quezo 400mg Tablet SR,210.0,False,Salas Pharmaceuticals,allopathy,strip of 10 tablet sr,Quetiapine (400mg),
183322,Quitus 200mg Tablet,48.0,False,Kapeetus Medicorp,allopathy,strip of 10 tablets,Ofloxacin (200mg),
183435,Quadrimeningo 50mcg Injection,650.0,False,Bio-Med Pvt Ltd,allopathy,vial of 1 Injection,"Meningococcal Vaccine (Group A, C, Y & W-135) (50mcg)",
183278,Que 25 Tablet,27.8,False,Biologic Psychotropics India Pvt Ltd,allopathy,strip of 10 tablets,Quetiapine (25mg),
183106,Quadross Cream,45.0,False,Emami Frank Ross Ltd,allopathy,tube of 5 gm Cream,Beclometasone (0.025% w/w) , Neomycin (0.5% w/w) 
183834,Qupod 50mg Tablet DT,68.62,False,Dr Cure Pharmaceuticals India Pvt Ltd,allopathy,strip of 10 tablet dt,Cefpodoxime Proxetil (50mg),
182951,Quron 20mg Injection,130.0,False,Quest Pharmaceuticals,allopathy,vial of 2.5 ml Injection,Iron Sucrose (20mg),
183371,Q Ril NCP 100mg/500mg Tablet,30.0,False,Gedzrlvin Pharmaceuticals Pvt Ltd,allopathy,strip of 10 tablets,Nimesulide (100mg) , Paracetamol (500mg)
183349,Qutidin 50mg Tablet,55.0,False,Knoll Pharmaceuticals Ltd,allopathy,strip of 10 tablets,Quetiapine (50mg),
183241,Quadmox Eye Ointment,66.0,False,Choroid Laboratories,allopathy,tube of 5 gm Eye Ointment,Moxifloxacin (0.5% w/w),
